Soil_Type;Soil_pH;Soil_Moisture;Organic_Carbon;Electrical_Conductivity;Nitrogen_Level;Phosphorus_Level;Potassium_Level;Temperature;Humidity;Rainfall;Crop_Type;Crop_Growth_Stage;Season;Irrigation_Type;Previous_Crop;Region;Fertilizer_Used_Last_Season;Yield_Last_Season;Recommended_Fertilizer
Silt;539;4974;92;208;40;27;63;1034;3382;25941;Potato;Harvest;Kharif;Drip;Potato;North;13974;448;Urea
Clay;482;4145;59;19;42;57;118;2751;7066;280126;Maize;Vegetative;Rabi;Rainfed;Tomato;North;17877;135;Urea
Silt;80;360;83;297;110;30;24;196;4696;45504;Sugarcane;Vegetative;Zaid;Canal;Maize;East;18811;548;DAP
Loamy;794;5853;64;28;26;65;27;311;3556;222166;Rice;Sowing;Kharif;Rainfed;Rice;South;25786;515;Urea
Loamy;611;4478;45;32;147;21;13;2363;8135;57929;Potato;Flowering;Kharif;Rainfed;Potato;East;14195;685;DAP
Sandy;731;5724;104;173;68;15;46;3299;3838;25609;Potato;Vegetative;Rabi;Sprinkler;Wheat;South;25741;71;DAP
Loamy;673;2583;108;114;118;40;49;3439;6038;42104;Rice;Vegetative;Kharif;Canal;Wheat;Central;7272;249;NPK
Loamy;791;2669;128;38;50;80;72;2972;7731;181246;Rice;Sowing;Rabi;Sprinkler;Tomato;North;5654;701;Urea
Sandy;576;5274;134;99;144;70;77;2254;4195;125592;Sugarcane;Flowering;Rabi;Rainfed;Cotton;North;9564;786;MOP
Clay;659;1749;112;206;112;77;26;3965;838;53229;Sugarcane;Harvest;Rabi;Canal;Maize;North;18959;719;MOP
Silt;644;573;109;265;54;66;90;192;499;152811;Tomato;Sowing;Rabi;Rainfed;Sugarcane;West;24678;705;Urea
Silt;592;3537;27;37;53;70;107;2544;5379;162305;Wheat;Vegetative;Kharif;Canal;Potato;North;29096;50;Urea
Clay;807;5632;34;167;34;26;57;2561;3789;240471;Sugarcane;Sowing;Kharif;Sprinkler;Maize;West;11715;559;Urea
Sandy;516;2684;126;96;97;38;28;2285;6867;205825;Maize;Harvest;Zaid;Rainfed;Potato;East;13271;652;DAP
Clay;51;458;5;204;104;76;95;1364;5972;150471;Tomato;Harvest;Rabi;Canal;Cotton;South;11328;225;Compost
Loamy;681;3414;66;169;90;68;48;2062;8845;110814;Tomato;Vegetative;Kharif;Drip;Potato;West;12791;784;NPK
Sandy;713;4134;39;279;100;12;116;1646;719;20562;Sugarcane;Flowering;Kharif;Rainfed;Potato;East;1487;309;DAP
Sandy;528;3522;45;21;57;36;74;370;7554;252972;Cotton;Harvest;Zaid;Canal;Wheat;Central;20372;46;Urea
Sandy;606;5836;121;146;83;10;62;2966;4195;94756;Tomato;Vegetative;Kharif;Drip;Tomato;South;18901;484;DAP
Silt;829;4461;54;66;48;88;27;1863;7277;79701;Potato;Flowering;Rabi;Canal;Maize;West;6449;686;Urea
Clay;549;2257;78;166;137;87;48;2697;6344;225688;Wheat;Harvest;Rabi;Canal;Tomato;East;18169;426;Compost
Sandy;717;5548;4;258;134;13;69;356;5423;40062;Maize;Vegetative;Rabi;Sprinkler;Wheat;Central;24311;39;DAP
Sandy;746;247;108;274;29;13;101;3803;7696;93533;Rice;Harvest;Kharif;Sprinkler;Cotton;South;21531;348;Urea
Sandy;629;2858;115;125;36;84;86;1225;8871;141816;Cotton;Sowing;Kharif;Rainfed;Potato;West;21342;719;Urea
Clay;825;1511;67;245;134;42;44;3361;3569;143643;Sugarcane;Harvest;Rabi;Sprinkler;Maize;South;7318;696;Zinc Sulphate
Silt;745;550;122;91;103;20;82;3899;7733;64197;Cotton;Harvest;Rabi;Drip;Cotton;South;1794;40;DAP
Loamy;633;2431;51;12;100;85;90;2402;8517;31234;Rice;Harvest;Rabi;Drip;Maize;Central;11579;391;NPK
Silt;678;2295;11;258;90;88;43;3987;4891;151749;Wheat;Harvest;Rabi;Drip;Rice;West;24209;232;SSP
Sandy;727;5601;115;45;134;66;24;3871;5178;12009;Tomato;Harvest;Kharif;Drip;Wheat;Central;6361;452;MOP
Silt;687;5028;146;15;75;35;82;2971;7769;99758;Wheat;Harvest;Rabi;Sprinkler;Cotton;Central;20227;338;DAP
Silt;801;1705;5;113;80;35;112;3543;8722;95776;Wheat;Harvest;Kharif;Sprinkler;Sugarcane;South;8386;384;DAP
Loamy;593;4847;32;12;122;63;28;189;8634;16117;Cotton;Flowering;Zaid;Canal;Wheat;North;17796;237;MOP
Clay;57;5565;54;32;63;36;84;3752;3334;26066;Maize;Vegetative;Rabi;Drip;Tomato;North;5906;531;DAP
Clay;536;1393;36;246;123;63;97;2776;8229;49703;Sugarcane;Sowing;Kharif;Canal;Tomato;Central;17683;405;Compost
Silt;465;5126;42;128;93;11;94;2529;6519;111057;Rice;Harvest;Zaid;Drip;Wheat;West;21394;735;DAP
Silt;467;3737;63;152;51;18;72;3507;5527;154348;Potato;Harvest;Kharif;Sprinkler;Potato;South;1362;398;Urea
Clay;798;4346;74;87;140;81;91;3668;8073;214272;Cotton;Vegetative;Zaid;Drip;Tomato;Central;28561;652;Zinc Sulphate
Clay;721;3464;137;158;109;73;35;3104;7803;10207;Rice;Harvest;Rabi;Rainfed;Cotton;West;15726;516;MOP
Loamy;714;4489;45;232;72;74;58;1075;6056;206773;Cotton;Harvest;Zaid;Drip;Wheat;North;12597;729;Compost
Sandy;696;117;146;273;20;30;13;2792;5464;128402;Sugarcane;Sowing;Zaid;Rainfed;Cotton;Central;25292;702;Urea
Silt;79;4814;125;291;122;35;75;3465;5835;236922;Cotton;Sowing;Zaid;Rainfed;Rice;East;10206;705;DAP
Clay;642;1167;135;134;137;24;26;2636;491;154573;Wheat;Harvest;Rabi;Drip;Wheat;Central;24993;785;DAP
Silt;798;3276;141;297;49;52;10;3805;7083;171589;Cotton;Flowering;Kharif;Rainfed;Sugarcane;West;26546;176;Urea
Silt;594;1755;118;96;28;48;86;3692;8352;14182;Tomato;Sowing;Kharif;Sprinkler;Cotton;West;11717;294;Urea
Clay;821;5118;123;12;127;25;83;2589;4503;5721;Cotton;Vegetative;Rabi;Sprinkler;Rice;Central;21992;10;DAP
Loamy;729;2568;77;233;52;44;90;2211;7953;67927;Sugarcane;Harvest;Rabi;Drip;Rice;East;1613;665;Urea
Silt;553;327;86;62;45;32;94;1165;5164;132138;Wheat;Flowering;Rabi;Canal;Maize;North;19172;588;Urea
Loamy;676;3144;141;25;61;21;116;2898;3791;47669;Tomato;Harvest;Rabi;Rainfed;Cotton;East;19608;751;DAP
Clay;663;4863;69;278;61;65;18;1798;3243;59254;Sugarcane;Harvest;Rabi;Rainfed;Cotton;East;10009;596;MOP
Sandy;505;3406;25;24;115;61;104;3005;5876;194646;Rice;Sowing;Rabi;Sprinkler;Cotton;West;26413;141;Compost
Sandy;686;4945;119;4;58;28;108;3396;641;197308;Tomato;Flowering;Rabi;Sprinkler;Tomato;Central;29609;252;Urea
Silt;576;1368;95;235;80;71;19;2226;3036;55682;Cotton;Flowering;Kharif;Sprinkler;Maize;East;17926;165;MOP
Clay;471;1958;126;255;66;17;58;1047;6916;259069;Sugarcane;Vegetative;Zaid;Drip;Rice;Central;8217;111;DAP
Loamy;829;3758;3;273;67;20;57;3596;6111;259883;Maize;Vegetative;Zaid;Canal;Sugarcane;East;23389;29;DAP
Silt;707;5735;101;168;147;52;57;2647;8984;126324;Maize;Harvest;Rabi;Canal;Maize;South;9079;506;NPK
Clay;801;1374;52;214;118;78;24;1944;3627;159429;Tomato;Vegetative;Zaid;Sprinkler;Cotton;West;6025;71;MOP
Clay;72;1215;137;231;130;46;54;2901;723;244433;Potato;Sowing;Rabi;Drip;Potato;East;16749;565;Urea
Loamy;593;1783;34;21;47;34;11;3023;4302;233558;Potato;Sowing;Zaid;Canal;Cotton;South;21985;229;Urea
Silt;655;4206;13;198;29;33;67;1442;4238;121569;Potato;Vegetative;Zaid;Drip;Cotton;West;17443;437;Urea
Clay;72;2995;32;169;125;43;47;2939;3112;108787;Maize;Sowing;Zaid;Canal;Tomato;West;9837;261;MOP
Clay;834;5128;23;149;119;21;12;186;3039;206016;Sugarcane;Vegetative;Zaid;Sprinkler;Sugarcane;Central;17033;517;DAP
Clay;551;136;51;299;20;51;99;3411;412;121786;Cotton;Sowing;Kharif;Sprinkler;Potato;East;9126;52;Urea
Loamy;80;1982;63;108;137;88;106;3825;4053;213046;Maize;Flowering;Kharif;Canal;Cotton;Central;2781;349;Zinc Sulphate
Silt;82;250;101;36;101;21;97;1308;3003;56295;Wheat;Flowering;Rabi;Canal;Maize;East;15794;217;DAP
Silt;718;4134;37;232;151;38;68;3752;7303;208171;Maize;Vegetative;Zaid;Canal;Cotton;South;12924;602;DAP
Silt;823;4426;77;72;151;29;106;371;6022;239841;Maize;Harvest;Rabi;Drip;Rice;East;24654;31;DAP
Silt;609;1621;47;164;134;88;72;2029;5377;273289;Cotton;Harvest;Kharif;Drip;Potato;South;18701;75;Zinc Sulphate
Sandy;831;5719;131;38;82;12;103;1087;3623;147731;Tomato;Harvest;Rabi;Sprinkler;Rice;East;8438;376;DAP
Sandy;731;2705;26;19;54;89;52;299;5003;176885;Maize;Vegetative;Zaid;Drip;Rice;South;778;105;Urea
Silt;467;4566;66;284;135;70;13;2034;5824;100895;Tomato;Vegetative;Kharif;Drip;Tomato;Central;11693;478;MOP
Loamy;813;3621;102;22;64;80;52;1575;8988;62138;Maize;Vegetative;Kharif;Rainfed;Potato;East;24119;457;Zinc Sulphate
Sandy;644;2114;139;72;76;31;118;1326;6064;68471;Tomato;Sowing;Zaid;Drip;Cotton;Central;16288;347;DAP
Clay;634;5231;133;292;140;88;70;1588;3117;256481;Cotton;Sowing;Kharif;Drip;Potato;West;9675;191;Urea
Sandy;677;5091;136;99;39;82;95;1712;4246;171613;Maize;Sowing;Rabi;Rainfed;Maize;North;5974;575;Urea
Clay;51;298;28;137;43;26;58;3387;5127;125367;Sugarcane;Vegetative;Rabi;Drip;Tomato;East;14286;309;Urea
Silt;638;3943;129;154;89;11;73;3351;5736;261906;Wheat;Sowing;Zaid;Sprinkler;Tomato;South;10879;132;DAP
Sandy;782;2289;121;297;121;16;29;2483;7046;51864;Sugarcane;Flowering;Rabi;Drip;Rice;Central;28722;74;DAP
Loamy;456;4449;137;3;146;23;102;266;6544;186385;Maize;Flowering;Kharif;Canal;Rice;South;10026;213;DAP
Sandy;559;2545;61;212;137;13;94;3753;6056;24141;Wheat;Vegetative;Rabi;Canal;Potato;Central;22574;205;DAP
Sandy;451;522;139;115;44;54;54;3724;8027;54977;Potato;Harvest;Rabi;Sprinkler;Wheat;North;10727;202;Urea
Sandy;616;2087;72;33;100;72;26;3486;4177;53753;Rice;Sowing;Rabi;Drip;Potato;West;6613;269;MOP
Silt;741;1074;102;281;36;19;75;2123;3467;29345;Wheat;Sowing;Kharif;Sprinkler;Tomato;North;5267;263;Urea
Loamy;77;2343;75;181;77;54;107;210;8029;283749;Cotton;Harvest;Zaid;Rainfed;Tomato;South;11668;197;DAP
Sandy;828;1955;76;229;21;53;31;3664;5773;213811;Tomato;Sowing;Zaid;Rainfed;Sugarcane;East;27688;635;Urea
Loamy;693;3541;91;8;102;64;59;378;632;40003;Wheat;Flowering;Rabi;Drip;Cotton;West;10896;606;Zinc Sulphate
Silt;552;2019;66;231;28;27;79;3395;8024;207952;Sugarcane;Flowering;Zaid;Sprinkler;Cotton;Central;18818;128;Urea
Clay;82;4816;123;25;142;20;34;3271;8675;105011;Cotton;Flowering;Zaid;Sprinkler;Potato;West;11039;187;DAP
Sandy;76;2207;102;135;123;63;11;2674;6312;50613;Sugarcane;Vegetative;Rabi;Drip;Potato;East;22838;656;MOP
Loamy;68;4535;11;176;102;10;52;2015;7874;297822;Sugarcane;Sowing;Rabi;Rainfed;Cotton;East;24186;472;DAP
Loamy;728;3892;5;292;128;62;26;1722;6269;70367;Rice;Vegetative;Rabi;Canal;Rice;South;10211;247;MOP
Silt;82;5931;146;256;139;89;82;1421;320;243591;Maize;Vegetative;Kharif;Rainfed;Maize;North;6296;653;Zinc Sulphate
Sandy;735;600;106;139;153;87;29;3185;8735;266793;Rice;Harvest;Rabi;Canal;Rice;Central;8287;62;MOP
Clay;597;5348;46;203;30;42;46;3331;7907;168492;Maize;Sowing;Zaid;Drip;Maize;West;17281;609;Urea
Loamy;735;480;118;237;125;16;61;2076;7521;293281;Potato;Sowing;Zaid;Sprinkler;Cotton;East;15099;159;DAP
Sandy;466;2932;43;17;147;34;88;1018;5651;53563;Sugarcane;Vegetative;Zaid;Rainfed;Wheat;North;7557;627;DAP
Clay;605;4766;28;181;49;78;35;3816;8655;289044;Wheat;Vegetative;Rabi;Canal;Maize;South;7902;381;Urea
Loamy;613;5783;89;296;101;58;34;2311;5939;39785;Maize;Sowing;Zaid;Drip;Sugarcane;South;18963;252;MOP
Loamy;517;1117;92;285;134;83;73;3924;7325;153655;Rice;Vegetative;Kharif;Canal;Potato;Central;29817;423;Compost
Clay;459;369;45;251;80;13;40;3032;3604;259408;Cotton;Harvest;Rabi;Sprinkler;Potato;North;28166;309;DAP
Clay;503;209;65;41;37;33;39;1372;4313;174894;Rice;Vegetative;Zaid;Rainfed;Wheat;South;27159;71;Urea
Silt;712;3789;143;298;81;55;19;1981;5545;183369;Sugarcane;Flowering;Rabi;Drip;Maize;Central;690;461;MOP
Sandy;771;3332;57;187;80;79;47;2971;6488;65076;Tomato;Vegetative;Zaid;Drip;Rice;East;7839;588;NPK
Sandy;845;3879;4;75;78;21;118;2948;7833;295617;Sugarcane;Flowering;Kharif;Drip;Sugarcane;West;22743;16;DAP
Silt;589;3755;149;206;129;71;94;1696;4445;84715;Rice;Flowering;Kharif;Canal;Wheat;Central;2721;321;Compost
Loamy;69;5801;59;258;133;85;97;1531;7646;26050;Rice;Vegetative;Kharif;Sprinkler;Maize;North;12522;579;NPK
Clay;825;3761;108;43;70;71;107;183;834;287836;Cotton;Flowering;Zaid;Canal;Tomato;East;17451;296;Zinc Sulphate
Clay;517;5231;5;276;84;71;37;3361;7911;98618;Potato;Flowering;Zaid;Sprinkler;Cotton;West;14771;502;MOP
Clay;737;2599;92;277;131;85;110;1726;6734;224544;Maize;Flowering;Zaid;Drip;Sugarcane;North;8414;295;NPK
Loamy;752;3191;7;14;61;67;33;3105;786;42505;Sugarcane;Harvest;Kharif;Canal;Wheat;South;15504;278;MOP
Clay;486;3352;145;271;62;47;38;361;8265;227605;Maize;Harvest;Zaid;Sprinkler;Tomato;North;15564;253;MOP
Clay;794;2394;76;285;21;77;90;2175;6331;155614;Tomato;Flowering;Zaid;Canal;Maize;West;20924;26;Urea
Silt;775;2899;96;21;159;26;112;1021;7861;53022;Sugarcane;Vegetative;Rabi;Drip;Tomato;West;23791;623;DAP
Loamy;463;3993;143;95;145;19;97;1426;5527;27050;Sugarcane;Vegetative;Kharif;Sprinkler;Maize;North;24652;125;DAP
Sandy;486;3901;149;118;63;52;26;1936;6135;210081;Rice;Flowering;Zaid;Sprinkler;Wheat;West;9103;274;MOP
Silt;47;4182;33;111;54;42;110;157;3316;67205;Potato;Harvest;Zaid;Sprinkler;Sugarcane;North;20345;737;Urea
Silt;584;2759;128;23;84;46;79;1869;8301;169186;Tomato;Vegetative;Rabi;Rainfed;Potato;East;10773;326;NPK
Sandy;654;2579;7;114;158;37;73;2632;3842;111244;Tomato;Vegetative;Kharif;Rainfed;Rice;West;24366;365;DAP
Silt;663;4058;97;287;51;55;115;1063;4657;218958;Rice;Sowing;Kharif;Sprinkler;Wheat;West;17349;652;Urea
Loamy;557;1664;69;299;85;11;110;1193;4905;195689;Potato;Sowing;Kharif;Canal;Rice;East;13927;593;DAP
Clay;815;2265;72;102;79;55;119;3567;3695;73072;Wheat;Flowering;Rabi;Rainfed;Maize;East;26864;118;Zinc Sulphate
Loamy;597;1211;41;158;134;47;40;2567;8531;87791;Rice;Harvest;Rabi;Drip;Maize;Central;26649;175;Zinc Sulphate
Sandy;468;1363;94;172;87;47;66;3807;882;217272;Wheat;Sowing;Kharif;Sprinkler;Potato;South;28151;401;Compost
Sandy;57;2217;91;178;83;30;29;101;8191;209045;Potato;Sowing;Zaid;Sprinkler;Sugarcane;North;19349;45;DAP
Silt;662;1098;45;119;150;32;55;100;5078;107428;Sugarcane;Sowing;Rabi;Drip;Rice;West;21892;216;DAP
Loamy;613;2227;9;58;73;42;11;3219;3331;153908;Cotton;Flowering;Rabi;Canal;Wheat;West;15736;275;MOP
Loamy;56;4275;147;26;95;52;114;2429;4097;150815;Potato;Harvest;Rabi;Canal;Maize;East;27518;648;Compost
Sandy;503;1306;113;41;146;77;91;3741;7633;54844;Maize;Vegetative;Rabi;Drip;Cotton;North;17177;372;Compost
Loamy;778;3184;83;271;129;79;59;336;4716;193896;Maize;Flowering;Zaid;Canal;Wheat;South;23438;654;Compost
Sandy;848;5566;139;91;107;73;69;2512;8356;94042;Tomato;Vegetative;Zaid;Sprinkler;Sugarcane;North;26082;623;Zinc Sulphate
Loamy;582;4956;95;32;132;73;95;2436;8011;148771;Cotton;Sowing;Zaid;Sprinkler;Cotton;Central;15766;361;Urea
Loamy;603;2527;38;191;73;46;50;3434;4422;40093;Cotton;Harvest;Kharif;Sprinkler;Maize;East;25966;688;MOP
Loamy;697;5624;91;32;67;88;110;3411;7161;191932;Potato;Flowering;Rabi;Drip;Maize;East;27171;532;DAP
Sandy;737;2648;44;3;54;32;99;1831;5654;255088;Rice;Harvest;Zaid;Sprinkler;Tomato;South;5263;12;Urea
Silt;607;1363;12;19;87;82;85;3024;429;179486;Sugarcane;Flowering;Zaid;Drip;Wheat;Central;15933;237;SSP
Loamy;812;597;146;182;45;43;79;293;6541;187106;Tomato;Harvest;Rabi;Canal;Sugarcane;Central;28898;244;Urea
Sandy;674;535;67;22;91;43;26;3568;8024;208526;Potato;Harvest;Kharif;Sprinkler;Maize;West;6372;107;MOP
Sandy;63;333;77;144;107;36;87;3606;8561;74974;Potato;Flowering;Zaid;Rainfed;Maize;North;16018;589;DAP
Loamy;709;4332;75;136;126;89;19;1805;3352;39261;Maize;Vegetative;Kharif;Rainfed;Cotton;East;25346;603;MOP
Loamy;831;4356;57;169;75;13;99;3639;5512;25912;Cotton;Sowing;Kharif;Rainfed;Maize;West;17084;672;DAP
Silt;768;1972;123;224;88;85;76;3774;6627;25705;Sugarcane;Vegetative;Rabi;Drip;Maize;South;23232;439;NPK
Sandy;466;200;10;92;99;78;51;1329;5028;17250;Potato;Harvest;Rabi;Rainfed;Sugarcane;South;2649;333;Compost
Sandy;583;3348;28;136;115;72;119;2721;4906;7518;Maize;Harvest;Kharif;Drip;Sugarcane;East;10078;568;SSP
Clay;638;5558;129;24;145;87;88;2309;7632;248828;Sugarcane;Vegetative;Kharif;Rainfed;Rice;South;10284;627;NPK
Sandy;576;105;44;278;124;23;25;2206;7695;81669;Wheat;Flowering;Rabi;Sprinkler;Cotton;North;23656;644;DAP
Silt;73;4913;147;268;78;75;47;3114;7374;261056;Maize;Vegetative;Zaid;Canal;Cotton;Central;13931;464;NPK
Clay;781;1288;69;149;44;37;23;1389;8391;138655;Wheat;Flowering;Kharif;Sprinkler;Sugarcane;West;12468;283;Urea
Clay;743;3391;10;161;46;30;45;346;5968;36097;Potato;Harvest;Rabi;Drip;Sugarcane;East;20318;164;Urea
Clay;846;4189;3;163;118;88;22;108;7727;248725;Sugarcane;Flowering;Zaid;Sprinkler;Maize;West;2918;449;MOP
Loamy;559;4434;65;262;41;19;68;2735;3067;176976;Rice;Vegetative;Kharif;Canal;Cotton;Central;9558;329;Urea
Loamy;80;1292;124;254;66;35;36;1676;8925;10914;Cotton;Flowering;Rabi;Sprinkler;Wheat;South;22868;751;DAP
Sandy;757;3093;82;10;141;44;17;3002;8515;146821;Wheat;Vegetative;Rabi;Drip;Wheat;West;21768;787;MOP
Clay;595;3919;138;57;74;43;96;2576;8048;268136;Rice;Flowering;Zaid;Canal;Cotton;North;23924;114;NPK
Silt;744;133;95;12;28;11;114;3999;6527;76884;Maize;Vegetative;Zaid;Rainfed;Potato;South;18434;745;Urea
Loamy;492;1675;141;94;73;52;62;3587;6265;49061;Cotton;Flowering;Zaid;Canal;Rice;South;24292;449;Compost
Silt;766;4318;148;286;133;53;84;201;3901;239741;Sugarcane;Vegetative;Rabi;Drip;Potato;North;5156;596;NPK
Silt;663;3608;79;87;83;53;14;2585;3324;194072;Tomato;Vegetative;Zaid;Rainfed;Tomato;West;19462;226;MOP
Loamy;567;1809;93;63;137;52;14;1953;4535;263591;Tomato;Vegetative;Kharif;Rainfed;Tomato;South;8324;711;MOP
Loamy;712;3676;129;271;128;61;98;3186;3906;107754;Potato;Flowering;Zaid;Canal;Cotton;Central;20449;204;DAP
Loamy;707;5563;49;35;118;14;91;2267;6365;177151;Cotton;Harvest;Kharif;Sprinkler;Cotton;North;23747;619;DAP
Loamy;534;1078;132;85;102;28;57;1346;4995;31878;Rice;Sowing;Zaid;Canal;Wheat;South;16015;627;DAP
Clay;462;4213;97;137;27;39;33;2982;5327;25707;Rice;Vegetative;Kharif;Drip;Potato;South;21883;123;Urea
Clay;623;1368;114;183;126;58;82;1033;3158;73531;Maize;Harvest;Zaid;Canal;Wheat;North;29165;511;MOP
Clay;678;1032;3;105;131;72;116;1892;6292;52093;Sugarcane;Flowering;Kharif;Sprinkler;Rice;South;2883;551;DAP
Clay;801;1753;12;154;157;38;84;3721;6937;155675;Maize;Sowing;Zaid;Drip;Rice;Central;12461;638;DAP
Sandy;821;3115;6;68;125;85;87;1283;5006;228576;Potato;Vegetative;Zaid;Drip;Cotton;North;1009;563;Zinc Sulphate
Clay;662;5012;125;177;30;81;51;2513;3788;78735;Sugarcane;Harvest;Kharif;Drip;Wheat;East;21136;137;Urea
Loamy;752;2409;86;128;38;88;18;3385;7222;85372;Potato;Flowering;Zaid;Drip;Sugarcane;West;1705;436;Urea
Silt;626;4128;56;256;71;62;73;3714;3774;108366;Potato;Harvest;Rabi;Rainfed;Maize;South;7386;676;Urea
Clay;748;3056;144;131;61;37;78;268;7901;247106;Maize;Sowing;Zaid;Sprinkler;Rice;North;7615;52;DAP
Sandy;532;2172;119;139;119;62;100;146;6276;229259;Cotton;Flowering;Rabi;Rainfed;Sugarcane;West;12545;207;Compost
Loamy;598;3571;148;182;115;26;20;3823;4425;95559;Sugarcane;Harvest;Zaid;Rainfed;Rice;West;29973;219;DAP
Silt;704;4987;67;46;102;33;101;3248;8392;91437;Sugarcane;Vegetative;Rabi;Drip;Sugarcane;East;13429;319;DAP
Silt;457;5162;104;55;98;85;18;2187;3851;273802;Sugarcane;Flowering;Zaid;Rainfed;Sugarcane;East;7183;458;MOP
Clay;739;5233;10;239;147;74;86;1831;6607;192149;Maize;Harvest;Zaid;Sprinkler;Cotton;Central;1378;331;SSP
Silt;784;2693;109;89;105;45;70;1143;6705;82995;Potato;Vegetative;Zaid;Rainfed;Sugarcane;West;10383;234;Zinc Sulphate
Clay;61;4967;25;209;68;41;92;1574;3224;59307;Maize;Harvest;Rabi;Canal;Potato;East;13888;528;SSP
Clay;629;2061;58;38;96;78;81;3333;6658;38523;Potato;Flowering;Zaid;Drip;Sugarcane;North;17752;674;MOP
Loamy;791;4692;138;248;103;35;64;1326;7165;88978;Maize;Harvest;Rabi;Canal;Wheat;Central;28347;529;DAP
Loamy;76;5742;75;297;68;65;77;1388;8461;221609;Rice;Vegetative;Kharif;Canal;Sugarcane;West;5719;204;NPK
Sandy;565;1069;145;118;98;76;117;1588;7254;124064;Tomato;Vegetative;Zaid;Drip;Wheat;South;23728;129;NPK
Loamy;58;3202;48;157;69;42;34;2186;5907;290207;Cotton;Vegetative;Kharif;Drip;Tomato;North;5397;514;MOP
Loamy;722;4239;15;138;103;48;80;1567;812;110792;Maize;Vegetative;Kharif;Sprinkler;Potato;North;761;785;NPK
Clay;675;4509;111;269;143;67;65;3713;5123;62056;Cotton;Sowing;Zaid;Rainfed;Rice;North;15321;232;Compost
Loamy;515;188;121;13;38;21;36;1773;8133;69446;Wheat;Harvest;Kharif;Sprinkler;Wheat;Central;26253;526;Urea
Clay;574;5861;72;20;110;52;113;3758;8064;156767;Tomato;Vegetative;Zaid;Rainfed;Wheat;Central;19215;43;NPK
Clay;81;4076;138;199;91;81;32;3955;6622;282488;Maize;Harvest;Zaid;Sprinkler;Rice;South;21099;684;MOP
Loamy;725;1822;91;121;29;22;49;3264;5068;272078;Sugarcane;Sowing;Rabi;Rainfed;Tomato;South;6201;141;Urea
Sandy;844;1103;109;74;69;82;102;1022;6547;71329;Sugarcane;Vegetative;Zaid;Sprinkler;Wheat;East;25808;406;Zinc Sulphate
Sandy;757;4916;32;8;68;14;67;172;8435;231255;Wheat;Sowing;Zaid;Canal;Potato;South;13242;31;DAP
Silt;827;1399;102;242;118;54;45;1802;6819;230666;Potato;Flowering;Rabi;Sprinkler;Wheat;East;9236;271;Zinc Sulphate
Silt;536;1705;134;29;139;14;83;2628;804;66285;Maize;Flowering;Rabi;Sprinkler;Sugarcane;North;6082;618;DAP
Loamy;759;3874;43;174;42;32;41;1475;5068;103495;Sugarcane;Vegetative;Rabi;Rainfed;Wheat;West;26605;242;Urea
Sandy;458;4018;116;99;95;44;32;1232;4754;41291;Tomato;Harvest;Zaid;Drip;Sugarcane;East;15307;354;MOP
Clay;718;4434;23;87;132;63;49;1529;4535;40961;Sugarcane;Harvest;Rabi;Sprinkler;Cotton;North;2404;724;Urea
Silt;638;2968;14;157;46;58;57;1982;5948;143789;Potato;Harvest;Kharif;Canal;Cotton;South;18408;639;Urea
Clay;589;4869;148;27;25;79;33;1148;5592;155527;Wheat;Harvest;Rabi;Canal;Wheat;North;19371;574;Urea
Silt;795;5872;66;189;43;87;94;1586;8125;29169;Sugarcane;Flowering;Kharif;Drip;Rice;North;29049;357;Urea
Loamy;792;2355;34;239;105;46;48;1503;3676;290544;Tomato;Harvest;Kharif;Sprinkler;Rice;North;21671;563;Zinc Sulphate
Sandy;459;4515;106;184;156;31;49;3317;6324;156167;Potato;Flowering;Zaid;Sprinkler;Maize;West;19795;212;DAP
Silt;694;5642;24;212;86;17;38;1509;542;240595;Cotton;Vegetative;Zaid;Canal;Potato;West;18894;535;DAP
Sandy;597;4431;83;135;89;66;54;3375;8625;197781;Potato;Harvest;Zaid;Drip;Maize;East;18438;253;MOP
Clay;616;4406;55;279;97;80;118;2525;773;193407;Cotton;Flowering;Rabi;Canal;Tomato;East;29092;216;Urea
Loamy;783;2119;82;156;61;69;100;3274;560;104877;Rice;Flowering;Rabi;Drip;Rice;East;13603;615;Zinc Sulphate
Sandy;574;3676;22;17;79;64;43;2351;6844;268391;Tomato;Vegetative;Kharif;Drip;Tomato;West;5811;672;NPK
Loamy;827;3813;27;162;102;43;99;3703;7474;103927;Rice;Harvest;Rabi;Sprinkler;Sugarcane;East;7633;692;Zinc Sulphate
Sandy;522;4501;22;102;106;50;24;183;3427;286423;Potato;Sowing;Rabi;Rainfed;Wheat;South;24869;149;MOP
Clay;715;5984;10;77;152;37;79;330;7042;31036;Tomato;Flowering;Kharif;Rainfed;Tomato;East;28043;191;DAP
Clay;719;1168;93;31;127;40;98;149;3837;52116;Maize;Flowering;Rabi;Canal;Maize;Central;6763;731;DAP
Loamy;551;1326;5;218;90;30;91;3648;4134;223439;Rice;Vegetative;Kharif;Sprinkler;Wheat;North;7363;373;DAP
Clay;58;139;104;94;43;83;80;1085;5767;190435;Sugarcane;Vegetative;Kharif;Sprinkler;Wheat;West;7421;609;Urea
Silt;784;4715;135;123;124;60;11;2372;8877;220778;Potato;Flowering;Kharif;Rainfed;Sugarcane;North;946;336;MOP
Sandy;755;1682;56;277;99;45;107;2264;8713;199652;Sugarcane;Flowering;Zaid;Canal;Cotton;South;8035;247;Zinc Sulphate
